tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-9900,United Cup,Hard,18,I,20260105,380,204411,,,Storm Hunter,L,166,AUS,31.4,214935,,,Malene Helgo,U,,NOR,26.3,6-2 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,426,137,533,95
2026-9900,United Cup,Hard,18,I,20260105,379,202505,,,Belinda Bencic,R,175,SUI,28.8,206417,,,Leolia Jeanjean,R,,FRA,30.3,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,,11,3097,102,760
2026-9900,United Cup,Hard,18,I,20260105,378,210722,,,Elise Mertens,R,179,BEL,30.1,202684,,,Lin Zhu,R,173,CHN,31.9,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,19,1969,162,429
2026-9900,United Cup,Hard,18,I,20260105,377,206289,,,Maria Sakkari,R,172,GRE,30.4,211768,,,Naomi Osaka,R,180,JPN,28.2,6-4 6-2,3,RR,,,,,,,,,,,,,,,,,,,,51,1116,16,2334
2026-9900,United Cup,Hard,18,I,20260105,376,221333,,,Solana Sierra,R,,ARG,21.5,222601,,,Jessica Bouzas Maneiro,R,,ESP,23.2,6-4 5-7 6-0,3,RR,,,,,,,,,,,,,,,,,,,,66,978,42,1231
2026-800,Brisbane,Hard,48,P,20260104,300,214544,1,,Aryna Sabalenka,R,182,BLR,27.6,216146,16,,Marta Kostyuk,R,175,UKR,23.5,6-4 6-3,3,F,78,1,0,52,32,26,12,10,2,3,3,3,58,34,19,14,9,5,8,1,10490,26,1659
2026-800,Brisbane,Hard,48,P,20260104,299,214544,1,,Aryna Sabalenka,R,182,BLR,27.6,214096,11,,Karolina Muchova,R,178,CZE,29.3,6-3 6-4,3,SF,89,9,1,64,41,36,10,10,4,4,7,1,59,44,31,6,9,6,8,1,10490,20,1888
2026-800,Brisbane,Hard,48,P,20260104,298,216146,16,,Marta Kostyuk,R,175,UKR,23.5,202468,4,,Jessica Pegula,R,170,USA,31.8,6-0 6-3,3,SF,55,4,1,45,28,22,13,8,2,2,0,0,37,25,10,7,7,2,6,26,1659,6,5583
2026-800,Brisbane,Hard,48,P,20260104,297,214544,1,,Aryna Sabalenka,R,182,BLR,27.6,201619,5,,Madison Keys,R,178,USA,30.8,6-3 6-3,3,QF,89,5,2,65,36,26,14,9,3,5,4,8,70,43,26,9,9,6,11,1,10490,7,4335
2026-800,Brisbane,Hard,48,P,20260104,296,214096,11,,Karolina Muchova,R,178,CZE,29.3,214981,3,,Elena Rybakina,R,184,KAZ,26.5,6-2 2-6 6-4,3,QF,124,3,0,69,50,37,10,13,1,3,9,7,91,49,33,20,13,8,11,20,1888,5,5850
2026-800,Brisbane,Hard,48,P,20260104,295,202468,4,,Jessica Pegula,R,170,USA,31.8,214643,10,,Liudmila Samsonova,R,180,RUS,27.1,6-3 7-6(3),3,QF,111,4,2,62,42,35,6,10,2,4,8,7,90,59,34,14,11,13,17,6,5583,17,2209
2026-800,Brisbane,Hard,48,P,20260104,294,216146,16,,Marta Kostyuk,R,175,UKR,23.5,259799,6,,Mirra Andreeva,R,,RUS,18.6,7-6(7) 6-3,3,QF,107,2,2,74,49,33,14,10,4,6,1,5,82,51,33,12,11,4,8,26,1659,9,4125
2026-800,Brisbane,Hard,48,P,20260104,293,214544,1,,Aryna Sabalenka,R,182,BLR,27.6,201514,,,Sorana Cirstea,R,176,ROU,35.7,6-3 6-3,3,R16,79,2,1,48,32,25,8,9,1,2,2,1,68,35,20,15,9,9,13,1,10490,41,1243
2026-800,Brisbane,Hard,48,P,20260104,292,201619,5,,Madison Keys,R,178,USA,30.8,223670,12,,Diana Shnaider,L,,RUS,21.7,6-7(5) 7-6(5) 7-6(4),3,R16,179,9,3,124,85,55,17,18,6,10,1,4,124,89,56,16,18,5,9,7,4335,21,1866
2026-800,Brisbane,Hard,48,P,20260104,291,214981,3,,Elena Rybakina,R,184,KAZ,26.5,211651,15,,Paula Badosa,R,180,ESP,28.1,6-3 6-2,3,R16,85,3,0,46,21,17,15,8,3,4,6,9,75,39,23,14,9,3,8,5,5850,25,1675
2026-800,Brisbane,Hard,48,P,20260104,290,214096,11,,Karolina Muchova,R,178,CZE,29.3,206420,7,,Ekaterina Alexandrova,R,175,RUS,31.1,6-4 7-5,3,R16,109,9,1,76,47,30,13,11,4,7,2,1,68,49,29,7,11,3,8,20,1888,10,3375
2026-800,Brisbane,Hard,48,P,20260104,289,214643,10,,Liudmila Samsonova,R,180,RUS,27.1,205925,,Q,Aliaksandra Sasnovich,R,174,BLR,31.7,6-4 6-4,3,R16,107,1,3,55,37,25,9,10,5,8,0,3,78,47,27,13,10,6,11,17,2209,113,672
2026-800,Brisbane,Hard,48,P,20260104,288,202468,4,,Jessica Pegula,R,170,USA,31.8,215035,,,Dayana Yastremska,R,175,UKR,25.6,5-7 6-2 6-3,3,R16,136,5,4,83,48,32,20,14,6,9,5,10,111,63,38,21,15,6,12,6,5583,27,1604
2026-800,Brisbane,Hard,48,P,20260104,287,259799,6,,Mirra Andreeva,R,,RUS,18.6,222328,9,,Linda Noskova,R,,CZE,21.1,5-7 6-4 7-5,3,R16,143,9,3,107,68,47,22,17,6,9,6,9,107,63,45,23,17,5,9,9,4125,12,2641
2026-800,Brisbane,Hard,48,P,20260104,286,216146,16,,Marta Kostyuk,R,175,UKR,23.5,216153,2,,Amanda Anisimova,R,180,USA,24.3,6-4 6-3,3,R16,91,6,4,60,41,31,8,9,5,6,2,5,68,43,28,8,10,5,9,26,1659,3,6287
2026-800,Brisbane,Hard,48,P,20260104,285,214544,1,,Aryna Sabalenka,R,182,BLR,27.6,213710,,,Cristina Bucsa,R,,ESP,28.0,6-0 6-1,3,R32,48,4,0,36,28,22,7,7,0,0,0,1,40,25,11,4,6,1,6,1,10490,50,1127
2026-800,Brisbane,Hard,48,P,20260104,284,201514,,,Sorana Cirstea,R,176,ROU,35.7,211533,14,,Jelena Ostapenko,R,177,LAT,28.5,6-2 7-6(5),3,R32,106,11,3,67,34,30,16,10,3,4,0,3,71,43,29,11,10,0,3,41,1243,23,1800
2026-800,Brisbane,Hard,48,P,20260104,283,223670,12,,Diana Shnaider,L,,RUS,21.7,215713,,,Anastasia Potapova,R,175,RUS,24.7,6-1 6-3,3,R32,77,4,5,58,40,32,6,8,6,7,4,7,52,28,18,5,8,4,9,21,1866,55,1072
2026-800,Brisbane,Hard,48,P,20260104,282,201619,5,,Madison Keys,R,178,USA,30.8,220520,,,Mccartney Kessler,R,,USA,26.4,6-4 6-3,3,R32,86,2,3,61,42,30,12,10,5,6,1,2,64,43,25,11,9,5,8,7,4335,31,1553
2026-800,Brisbane,Hard,48,P,20260104,281,214981,3,,Elena Rybakina,R,184,KAZ,26.5,201533,,Q,Shuai Zhang,R,177,CHN,36.9,6-3 7-5,3,R32,73,16,6,62,36,29,13,11,5,7,3,0,63,42,26,9,10,5,9,5,5850,79,843
2026-800,Brisbane,Hard,48,P,20260104,280,211651,15,,Paula Badosa,R,180,ESP,28.1,213631,,,Marie Bouzkova,R,180,CZE,27.4,6-7(4) 6-4 6-2,3,R32,181,8,13,105,58,43,21,15,6,8,3,8,117,69,41,24,15,13,18,25,1675,46,1182
2026-800,Brisbane,Hard,48,P,20260104,279,214096,11,,Karolina Muchova,R,178,CZE,29.3,201548,,WC,Ajla Tomljanovic,R,180,AUS,32.6,4-6 6-1 7-6(5),3,R32,158,4,5,96,65,41,13,14,5,10,3,9,112,81,43,14,15,12,19,20,1888,78,844
2026-800,Brisbane,Hard,48,P,20260104,278,206420,7,,Ekaterina Alexandrova,R,175,RUS,31.1,213550,,,Sofia Kenin,R,170,USA,27.1,7-6(2) 6-3,3,R32,91,9,1,60,42,34,11,10,2,3,3,7,83,55,37,11,11,3,6,10,3375,28,1589
2026-800,Brisbane,Hard,48,P,20260104,277,205925,,Q,Aliaksandra Sasnovich,R,174,BLR,31.7,220704,8,,Clara Tauson,R,182,DEN,23.0,6-2 6-3,3,R32,81,2,2,51,28,24,12,8,1,1,3,4,56,37,22,7,9,7,11,113,672,14,2530
2026-800,Brisbane,Hard,48,P,20260104,276,214643,10,,Liudmila Samsonova,R,180,RUS,27.1,263644,,WC,Emerson Jones,R,,AUS,17.4,6-4 6-1,3,R32,73,3,0,47,30,19,9,8,1,3,2,4,50,28,16,5,9,2,8,17,2209,147,491
2026-800,Brisbane,Hard,48,P,20260104,275,215035,,,Dayana Yastremska,R,175,UKR,25.6,220367,13,,Leylah Fernandez,L,168,CAN,23.3,6-1 6-2,3,R32,62,1,0,42,27,22,11,8,3,3,0,7,42,25,12,7,7,6,10,27,1604,22,1821
2026-800,Brisbane,Hard,48,P,20260104,274,202468,4,,Jessica Pegula,R,170,USA,31.8,214939,,,Anna Kalinskaya,R,175,RUS,27.0,6-2 2-6 6-4,3,R32,114,6,3,84,46,32,16,13,5,9,2,3,82,56,37,10,13,6,11,6,5583,33,1461
2026-800,Brisbane,Hard,48,P,20260104,273,259799,6,,Mirra Andreeva,R,,RUS,18.6,216265,,Q,Olivia Gadecki,R,,AUS,23.6,4-6 6-1 6-2,3,R32,111,4,7,76,48,38,12,13,6,8,2,3,75,53,28,12,12,5,10,9,4125,204,350
2026-800,Brisbane,Hard,48,P,20260104,272,222328,9,,Linda Noskova,R,,CZE,21.1,211684,,,Magdalena Frech,R,171,POL,28.0,6-7(5) 6-4 6-4,3,R32,151,11,10,116,59,45,29,16,8,10,12,4,97,66,49,12,16,6,10,12,2641,59,1051
2026-800,Brisbane,Hard,48,P,20260104,271,216146,16,,Marta Kostyuk,R,175,UKR,23.5,201709,,LL,Yulia Putintseva,R,163,KAZ,30.9,6-7(5) 6-1 6-0,3,R32,109,4,1,76,49,36,15,12,1,2,0,1,75,54,34,4,13,2,9,26,1659,74,891
2026-800,Brisbane,Hard,48,P,20260104,270,216153,2,,Amanda Anisimova,R,180,USA,24.3,214040,,WC,Kimberly Birrell,R,170,AUS,27.6,6-1 6-3,3,R32,63,4,1,42,25,19,11,8,1,2,0,5,50,33,18,4,8,1,6,3,6287,106,721
2026-800,Brisbane,Hard,48,P,20260104,268,213710,,,Cristina Bucsa,R,,ESP,28.0,214388,,Q,Anna Bondar,R,,HUN,28.6,4-6 7-6(4) 6-2,3,R64,137,3,1,93,68,42,11,15,1,5,10,5,109,55,35,26,15,7,12,50,1127,73,900
2026-800,Brisbane,Hard,48,P,20260104,267,201514,,,Sorana Cirstea,R,176,ROU,35.7,201499,,,Anastasia Pavlyuchenkova,R,177,RUS,34.5,6-3 6-1,3,R64,61,9,3,44,30,25,7,8,0,0,2,3,44,26,17,4,8,0,4,41,1243,44,1184
2026-800,Brisbane,Hard,48,P,20260104,264,215713,,,Anastasia Potapova,R,175,RUS,24.7,214082,,,Daria Kasatkina,R,170,AUS,28.6,7-5 4-6 6-4,3,R64,153,7,5,106,68,47,19,16,5,9,4,16,112,64,42,19,16,10,15,55,1072,40,1275
2026-800,Brisbane,Hard,48,P,20260104,263,220520,,,Mccartney Kessler,R,,USA,26.4,215306,,,Emiliana Arango,R,,COL,25.1,6-1 6-3,3,R64,82,1,2,59,39,24,12,8,2,4,0,3,70,44,22,9,8,9,15,31,1553,48,1149
2026-800,Brisbane,Hard,48,P,20260104,260,201533,,Q,Shuai Zhang,R,177,CHN,36.9,221909,,,Ashlyn Krueger,R,185,USA,21.6,6-4 5-7 6-4,3,R64,124,3,2,92,70,51,12,16,5,7,15,3,105,72,52,14,16,5,8,79,843,49,1134
2026-800,Brisbane,Hard,48,P,20260104,259,213631,,,Marie Bouzkova,R,180,CZE,27.4,211713,,,Jaqueline Cristian,R,180,ROU,27.5,6-4 6-3,3,R64,90,8,2,53,37,28,7,9,1,3,2,4,59,39,23,7,10,6,11,46,1182,38,1324
2026-800,Brisbane,Hard,48,P,20260104,256,201548,,WC,Ajla Tomljanovic,R,180,AUS,32.6,221039,,,Elsa Jacquemot,R,,FRA,22.6,6-1 6-3,3,R64,75,3,4,45,30,23,8,8,1,2,5,6,50,27,15,7,8,2,7,78,844,56,1070
2026-800,Brisbane,Hard,48,P,20260104,255,213550,,,Sofia Kenin,R,170,USA,27.1,211817,,Q,Elena Gabriela Ruse,R,,ROU,28.1,6-4 4-6 6-3,3,R64,137,2,8,96,62,37,17,14,4,8,11,6,92,55,38,15,15,4,10,28,1589,85,825
2026-800,Brisbane,Hard,48,P,20260104,252,205925,,Q,Aliaksandra Sasnovich,R,174,BLR,31.7,215020,,,Anna Blinkova,R,179,RUS,27.3,7-5 6-1,3,R64,86,0,3,47,34,23,6,9,2,5,0,6,72,45,20,10,10,6,13,113,672,61,1016
2026-800,Brisbane,Hard,48,P,20260104,251,263644,,WC,Emerson Jones,R,,AUS,17.4,213583,,,Tatjana Maria,R,172,GER,38.4,6-3 6-3,3,R64,75,3,2,60,37,23,10,9,2,5,1,3,52,28,15,6,9,1,7,147,491,43,1229
2026-800,Brisbane,Hard,48,P,20260104,248,215035,,,Dayana Yastremska,R,175,UKR,25.6,221883,,WC,Talia Gibson,R,,AUS,21.5,7-6(3) 7-6(4),3,R64,116,3,4,86,54,33,16,12,4,9,8,5,80,45,28,14,12,2,7,27,1604,118,634
2026-800,Brisbane,Hard,48,P,20260104,247,214939,,,Anna Kalinskaya,R,175,RUS,27.0,238184,,,Tereza Valentova,U,,CZE,18.8,6-4 6-4,3,R64,98,2,2,81,58,38,9,10,5,8,4,2,53,30,20,7,10,1,6,33,1461,60,1035
2026-800,Brisbane,Hard,48,P,20260104,244,216265,,Q,Olivia Gadecki,R,,AUS,23.6,215983,,,Ann Li,R,170,USA,25.5,6-4 6-4,3,R64,99,2,2,75,52,33,11,10,8,10,2,0,64,34,21,13,10,4,8,204,350,37,1334
2026-800,Brisbane,Hard,48,P,20260104,243,211684,,,Magdalena Frech,R,171,POL,28.0,214954,,,Marketa Vondrousova,L,173,CZE,26.5,7-5 6-7(3) 7-6(0),3,R64,203,1,4,149,90,61,32,18,17,19,11,10,139,88,68,18,18,13,16,59,1051,34,1445
2026-800,Brisbane,Hard,48,P,20260104,240,201709,,LL,Yulia Putintseva,R,163,KAZ,30.9,221024,,,Hailey Baptiste,R,,USA,24.1,6-2 6-4,3,R64,82,3,0,60,48,29,10,9,3,4,3,2,54,36,20,10,9,4,8,74,891,65,979
2026-800,Brisbane,Hard,48,P,20260104,239,214040,,WC,Kimberly Birrell,R,170,AUS,27.6,211685,,Q,Rebecca Sramkova,R,,SVK,29.2,6-4 3-6 6-3,3,R64,136,5,6,90,62,42,14,14,5,8,5,5,89,52,37,16,14,4,8,106,721,71,914
2026-1049,Auckland,Hard,32,I,20260105,300,202494,1,,Elina Svitolina,R,174,UKR,31.3,216133,7,,Xin Yu Wang,R,182,CHN,24.2,6-3 7-6(6),3,F,102,7,3,82,53,39,16,11,4,4,5,1,68,44,31,14,10,1,2,13,2606,57,1056
2026-1049,Auckland,Hard,32,I,20260105,299,202494,1,,Elina Svitolina,R,174,UKR,31.3,260300,3,,Iva Jovic,R,,USA,18.0,7-6(5) 6-2,3,SF,94,3,3,69,42,27,13,10,3,6,0,2,65,42,23,8,10,3,8,13,2606,35,1423
2026-1049,Auckland,Hard,32,I,20260105,298,216133,7,,Xin Yu Wang,R,182,CHN,24.2,223253,4,,Alexandra Eala,L,173,PHI,20.6,5-7 7-5 6-4,3,SF,168,10,7,122,89,58,9,17,13,19,2,6,118,85,52,12,17,8,15,57,1056,53,1076
2026-1049,Auckland,Hard,32,I,20260105,297,202494,1,,Elina Svitolina,R,174,UKR,31.3,222661,,,Sonay Kartal,R,,GBR,24.1,6-4 6-7(2) 7-6(5),3,QF,156,1,1,105,74,49,17,17,5,9,2,0,101,71,49,16,17,4,9,13,2606,68,951
2026-1049,Auckland,Hard,32,I,20260105,296,260300,3,,Iva Jovic,R,,USA,18.0,223321,,Q,Sofia Costoulas,U,,BEL,20.7,6-2 7-6(6),3,QF,114,1,2,82,56,36,12,10,8,11,3,2,65,35,20,12,10,3,8,35,1423,159,440
2026-1049,Auckland,Hard,32,I,20260105,295,223253,4,,Alexandra Eala,L,173,PHI,20.6,202663,5,,Magda Linette,R,171,POL,33.8,6-3 6-2,3,QF,97,0,2,63,39,27,10,9,5,7,4,2,62,36,18,11,8,9,14,53,1076,52,1089
2026-1049,Auckland,Hard,32,I,20260105,294,216133,7,,Xin Yu Wang,R,182,CHN,24.2,215936,,,Francesca Jones,R,,GBR,25.2,6-4 4-3 RET,3,QF,102,4,1,56,40,26,9,9,9,11,3,0,71,52,29,7,9,7,11,57,1056,72,912
2026-1049,Auckland,Hard,32,I,20260105,293,202494,1,,Elina Svitolina,R,174,UKR,31.3,211107,,WC,Katie Boulter,R,180,GBR,29.4,7-5 6-4,3,R16,122,4,4,80,46,25,19,11,4,8,2,4,81,51,28,11,11,5,11,13,2606,112,684
2026-1049,Auckland,Hard,32,I,20260105,292,222661,,,Sonay Kartal,R,,GBR,24.1,230870,,,Ella Seidel,R,,GER,20.8,6-3 6-1,3,R16,66,0,0,39,23,17,11,8,0,2,1,4,51,29,16,5,8,2,8,68,951,84,833
2026-1049,Auckland,Hard,32,I,20260105,291,260300,3,,Iva Jovic,R,,USA,18.0,239383,,,Sara Bejlek,L,,CZE,19.9,7-6(3) 6-4,3,R16,107,2,2,66,47,28,9,11,5,10,1,3,75,43,24,10,11,4,10,35,1423,93,792
2026-1049,Auckland,Hard,32,I,20260105,290,223321,,Q,Sofia Costoulas,U,,BEL,20.7,259733,,Q,Kaitlin Quevedo,R,,ESP,19.8,6-2 6-0,3,R16,67,7,3,45,17,12,20,7,4,4,2,3,42,25,12,6,7,2,7,159,440,141,509
2026-1049,Auckland,Hard,32,I,20260105,289,202663,5,,Magda Linette,R,171,POL,33.8,220714,,,Elisabetta Cocciaretto,R,,ITA,24.9,7-5 2-6 6-3,3,R16,155,2,1,90,47,30,20,15,7,12,0,5,91,55,36,17,14,5,10,52,1089,81,837
2026-1049,Auckland,Hard,32,I,20260105,288,223253,4,,Alexandra Eala,L,173,PHI,20.6,238075,,,Petra Marcinko,U,,CRO,20.0,6-0 6-2,3,R16,62,1,2,48,30,21,9,7,5,6,1,3,39,21,8,4,7,0,6,53,1076,82,837
2026-1049,Auckland,Hard,32,I,20260105,287,216133,7,,Xin Yu Wang,R,182,CHN,24.2,213887,,,Renata Zarazua,R,,MEX,28.2,7-5 6-4,3,R16,113,3,3,78,49,36,11,11,4,6,0,2,77,51,29,13,11,6,10,57,1056,77,844
2026-1049,Auckland,Hard,32,I,20260105,286,215936,,,Francesca Jones,R,,GBR,25.2,221257,,Q,Sinja Kraus,R,,AUT,23.6,1-6 6-4 6-1,3,R16,126,1,3,86,56,37,12,12,9,13,8,6,73,37,25,14,12,3,8,72,912,108,709
2026-1049,Auckland,Hard,32,I,20260105,285,202494,1,,Elina Svitolina,R,174,UKR,31.3,219875,,,Varvara Gracheva,R,,FRA,25.4,6-3 6-1,3,R32,76,2,2,48,28,22,8,8,2,4,3,5,66,44,21,7,8,5,11,13,2606,75,887
2026-1049,Auckland,Hard,32,I,20260105,284,211107,,WC,Katie Boulter,R,180,GBR,29.4,263857,,Q,Yuliia Starodubtseva,R,,UKR,25.8,6-3 6-3,3,R32,92,1,6,63,31,20,17,9,11,13,2,2,51,34,21,5,9,3,8,112,684,111,685
2026-1049,Auckland,Hard,32,I,20260105,283,230870,,,Ella Seidel,R,,GER,20.8,222667,,WC,Monique Barry,L,,NZL,23.5,6-2 6-1,3,R32,62,2,3,53,32,24,11,8,2,3,1,2,41,28,12,4,7,1,6,84,833,726,52
2026-1049,Auckland,Hard,32,I,20260105,282,222661,,,Sonay Kartal,R,,GBR,24.1,222145,6,,Janice Tjen,R,,INA,23.6,6-1 6-7(4) 6-3,3,R32,143,8,0,92,67,49,15,15,3,4,4,2,105,63,39,22,13,12,16,68,951,54,1075
2026-1049,Auckland,Hard,32,I,20260105,281,260300,3,,Iva Jovic,R,,USA,18.0,213873,,Q,Gabriela Andrea Knutson,R,,CZE,28.7,4-6 6-1 6-0,3,R32,95,1,1,66,45,32,15,12,2,3,1,4,60,32,21,9,11,1,6,35,1423,182,386
2026-1049,Auckland,Hard,32,I,20260105,280,239383,,,Sara Bejlek,L,,CZE,19.9,215910,,,Panna Udvardy,R,170,HUN,27.2,7-5 6-1,3,R32,84,2,2,63,46,37,4,10,2,3,1,3,68,42,28,8,9,9,13,93,792,87,819
2026-1049,Auckland,Hard,32,I,20260105,279,223321,,Q,Sofia Costoulas,U,,BEL,20.7,215992,,Q,Whitney Osuigwe,R,168,USA,23.7,6-4 3-6 6-1,3,R32,134,3,2,78,49,40,11,13,1,4,3,3,93,67,40,11,13,3,8,159,440,152,455
2026-1049,Auckland,Hard,32,I,20260105,278,259733,,Q,Kaitlin Quevedo,R,,ESP,19.8,220548,8,,Peyton Stearns,R,,USA,24.2,6-2 7-5,3,R32,87,4,2,54,34,27,11,10,1,3,2,6,59,28,20,11,10,1,6,141,509,64,982
2026-1049,Auckland,Hard,32,I,20260105,277,202663,5,,Magda Linette,R,171,POL,33.8,200748,,WC,Venus Williams,R,185,USA,45.5,6-4 4-6 6-2,3,R32,132,7,1,93,60,41,16,14,4,7,7,4,89,53,32,19,14,4,9,52,1089,582,80
2026-1049,Auckland,Hard,32,I,20260105,276,220714,,,Elisabetta Cocciaretto,R,,ITA,24.9,219917,,,Alycia Parks,R,185,USA,25.0,6-2 7-5,3,R32,92,3,4,68,42,30,12,10,1,3,6,2,54,28,18,9,10,6,11,81,837,101,760
2026-1049,Auckland,Hard,32,I,20260105,275,238075,,,Petra Marcinko,U,,CRO,20.0,215785,,,Camila Osorio,R,162,COL,24.0,6-4 0-6 7-6(2),3,R32,132,1,8,88,55,35,12,14,3,9,0,4,106,66,43,19,14,17,21,82,837,76,860
