tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-9900,United Cup,Hard,18,I,20241227,287,214386,,,Xinyu Gao,R,,CHN,27.0,201696,,,Laura Siegemund,R,168,GER,36.8,6-1 3-6 6-3,3,RR,137,,,,,,,,,,,,,,,,,,,175,408,80,851
2025-9900,United Cup,Hard,18,I,20241227,286,211148,,,Jasmine Paolini,R,160,ITA,28.9,203564,,,Chloe Paquet,R,179,FRA,30.4,6-0 6-2,3,RR,60,2,1,46,32,23,9,7,1,1,3,2,41,25,11,6,7,0,5,4,5344,123,593
2025-9900,United Cup,Hard,18,I,20241227,285,221103,,,Coco Gauff,R,175,USA,20.7,202499,,,Donna Vekic,R,179,CRO,28.4,6-4 6-2,3,RR,89,4,3,54,36,28,9,9,0,1,2,4,60,32,21,10,9,2,6,3,6530,19,2258
2025-9900,United Cup,Hard,18,I,20241227,284,216347,,,Iga Swiatek,R,176,POL,23.5,214096,,,Karolina Muchova,R,178,CZE,28.3,6-3 6-4,3,RR,116,2,1,83,55,34,14,8,5,7,3,4,64,40,22,11,9,0,4,2,8295,22,1971
2025-9900,United Cup,Hard,18,I,20241227,283,214981,,,Elena Rybakina,R,184,KAZ,25.5,201696,,,Laura Siegemund,R,168,GER,36.8,6-3 6-1,3,QF,65,6,1,45,33,26,8,8,2,2,0,1,42,27,13,9,8,3,7,6,5171,80,851
2025-9900,United Cup,Hard,18,I,20241227,282,211107,,,Katie Boulter,R,180,GBR,28.4,216265,,,Olivia Gadecki,R,,AUS,22.6,6-2 6-1,3,RR,70,,,,,,,,,,,,,,,,,,,24,1931,97,781
2025-9900,United Cup,Hard,18,I,20241227,281,221103,,,Coco Gauff,R,175,USA,20.7,201533,,,Shuai Zhang,R,177,CHN,35.9,7-6(4) 6-2,3,QF,94,,,,,,,,,,,,,,,,,,,3,6530,206,340
2025-9900,United Cup,Hard,18,I,20241227,280,216347,,,Iga Swiatek,R,176,POL,23.5,211107,,,Katie Boulter,R,180,GBR,28.4,6-7(4) 6-1 6-4,3,QF,177,4,2,102,70,49,13,14,5,7,3,6,103,55,35,19,15,4,10,2,8295,24,1931
2025-9900,United Cup,Hard,18,I,20241227,279,214096,,,Karolina Muchova,R,178,CZE,28.3,211148,,,Jasmine Paolini,R,160,ITA,28.9,6-2 6-2,3,QF,102,7,2,76,49,32,15,8,10,10,0,2,64,40,23,9,8,5,9,22,1971,4,5344
2025-9900,United Cup,Hard,18,I,20241227,278,216347,,,Iga Swiatek,R,176,POL,23.5,214981,,,Elena Rybakina,R,184,KAZ,25.5,7-6(5) 6-4,3,SF,124,2,3,72,49,33,14,11,1,2,1,1,85,57,35,15,11,7,9,2,8295,6,5171
2025-9900,United Cup,Hard,18,I,20241227,277,221103,,,Coco Gauff,R,175,USA,20.7,214096,,,Karolina Muchova,R,178,CZE,28.3,6-1 6-4,3,SF,86,8,4,68,49,37,6,9,8,9,2,1,54,32,14,12,8,4,8,3,6530,22,1971
2025-9900,United Cup,Hard,18,I,20241227,276,221103,,,Coco Gauff,R,175,USA,20.7,216347,,,Iga Swiatek,R,176,POL,23.5,6-4 6-4,3,F,112,4,4,53,34,25,8,10,0,3,0,5,77,47,26,14,10,3,8,3,6530,2,8295
2025-800,Brisbane,Hard,64,P,20241230,300,214544,1,,Aryna Sabalenka,R,182,BLR,26.6,221236,,Q,Polina Kudermetova,R,,UZB,21.5,4-6 6-3 6-2,3,F,107,5,0,77,48,36,15,13,3,6,9,7,89,50,34,13,14,3,9,1,9416,107,701
2025-800,Brisbane,Hard,64,P,20241230,299,214544,1,,Aryna Sabalenka,R,182,BLR,26.6,259799,8,,Mirra Andreeva,R,,RUS,17.6,6-3 6-2,3,SF,89,3,1,78,43,32,18,9,8,8,2,4,49,27,18,10,8,2,5,1,9416,16,2578
2025-800,Brisbane,Hard,64,P,20241230,298,221236,,Q,Polina Kudermetova,R,,UZB,21.5,211843,,,Anhelina Kalinina,R,179,UKR,27.8,6-4 6-3,3,SF,85,6,7,72,37,31,15,10,4,5,2,1,46,27,18,9,9,0,3,107,701,55,1030
2025-800,Brisbane,Hard,64,P,20241230,297,214544,1,,Aryna Sabalenka,R,182,BLR,26.6,213631,,,Marie Bouzkova,R,180,CZE,26.4,6-3 6-4,3,QF,104,6,0,64,41,33,11,10,4,5,2,0,69,51,28,10,9,7,10,1,9416,44,1178
2025-800,Brisbane,Hard,64,P,20241230,296,259799,8,,Mirra Andreeva,R,,RUS,17.6,202460,,,Ons Jabeur,R,167,TUN,30.3,6-4 7-6(2),3,QF,89,4,3,78,46,33,16,11,4,7,2,2,69,40,24,15,11,1,5,16,2578,42,1226
2025-800,Brisbane,Hard,64,P,20241230,295,221236,,Q,Polina Kudermetova,R,,UZB,21.5,221909,,,Ashlyn Krueger,R,185,USA,20.6,7-6(5) 6-3,3,QF,86,1,1,72,49,35,14,10,2,2,2,2,67,49,32,10,11,2,4,107,701,64,969
2025-800,Brisbane,Hard,64,P,20241230,294,211843,,,Anhelina Kalinina,R,179,UKR,27.8,214040,,WC,Kimberly Birrell,R,170,AUS,26.6,4-6 6-1 7-5,3,QF,160,9,4,95,50,43,22,15,5,6,6,2,88,54,32,22,14,1,4,55,1030,113,654
2025-800,Brisbane,Hard,64,P,20241230,293,214544,1,,Aryna Sabalenka,R,182,BLR,26.6,201709,15,,Yulia Putintseva,R,163,KAZ,29.9,7-6(2) 6-4,3,R16,109,6,1,75,49,37,13,11,2,3,1,3,84,61,41,8,11,6,8,1,9416,29,1844
2025-800,Brisbane,Hard,64,P,20241230,292,213631,,,Marie Bouzkova,R,180,CZE,26.4,201458,10,,Victoria Azarenka,R,180,BLR,35.4,6-4 6-4,3,R16,125,6,13,88,51,36,10,10,8,12,1,7,59,36,20,7,10,1,7,44,1178,20,2127
2025-800,Brisbane,Hard,64,P,20241230,291,202460,,,Ons Jabeur,R,167,TUN,30.3,220589,,,Elina Avanesyan,R,,ARM,22.2,6-4 1-6 6-4,3,R16,110,1,3,83,46,25,16,13,9,15,0,1,101,70,37,18,14,9,15,42,1226,43,1182
2025-800,Brisbane,Hard,64,P,20241230,290,259799,8,,Mirra Andreeva,R,,RUS,17.6,222328,12,,Linda Noskova,R,,CZE,20.1,6-3 6-0,3,R16,63,4,1,57,32,21,19,8,4,4,2,1,42,20,9,11,7,0,4,16,2578,26,1913
2025-800,Brisbane,Hard,64,P,20241230,289,221909,,,Ashlyn Krueger,R,185,USA,20.6,215480,,,Suzan Lamens,R,,NED,25.4,7-5 6-0,3,R16,71,3,1,49,35,27,8,9,1,2,0,3,50,28,16,8,9,3,8,64,969,87,821
2025-800,Brisbane,Hard,64,P,20241230,288,221236,,Q,Polina Kudermetova,R,,UZB,21.5,214082,3,,Daria Kasatkina,R,170,AUS,27.6,1-6 6-2 7-5,3,R16,107,2,6,95,57,32,15,14,11,18,2,3,75,54,26,12,13,5,12,107,701,9,3368
2025-800,Brisbane,Hard,64,P,20241230,287,211843,,,Anhelina Kalinina,R,179,UKR,27.8,206294,,,Yue Yuan,R,184,CHN,26.2,6-1 6-4,3,R16,101,0,2,53,35,25,7,8,4,6,2,1,60,38,21,6,9,4,10,55,1030,49,1082
2025-800,Brisbane,Hard,64,P,20241230,286,214040,,WC,Kimberly Birrell,R,170,AUS,26.6,215713,,,Anastasia Potapova,R,175,RUS,23.7,7-6(2) 6-2,3,R16,106,2,2,67,45,34,12,10,4,5,2,5,88,49,25,22,10,9,12,113,654,35,1482
2025-800,Brisbane,Hard,64,P,20241230,285,214544,1,,Aryna Sabalenka,R,182,BLR,26.6,213887,,,Renata Zarazua,R,,MEX,27.2,6-4 6-0,3,R32,65,5,1,42,26,21,9,8,3,4,0,0,43,34,18,3,8,1,6,1,9416,75,882
2025-800,Brisbane,Hard,64,P,20241230,284,201709,15,,Yulia Putintseva,R,163,KAZ,29.9,220520,,,Mccartney Kessler,R,,USA,25.4,6-2 7-5,3,R32,102,3,2,61,45,34,10,10,2,2,0,1,68,36,21,19,10,7,10,29,1844,67,924
2025-800,Brisbane,Hard,64,P,20241230,283,201458,10,,Victoria Azarenka,R,180,BLR,35.4,233741,,WC,Maya Joint,R,,AUS,18.7,6-7(5) 6-2 6-4,3,R32,154,4,6,98,61,40,20,15,8,12,3,8,109,69,35,21,15,8,15,20,2127,116,645
2025-800,Brisbane,Hard,64,P,20241230,282,213631,,,Marie Bouzkova,R,180,CZE,26.4,211533,7,,Jelena Ostapenko,R,177,LAT,27.5,7-6(0) 6-4,3,R32,134,5,8,79,49,30,12,11,10,16,4,12,90,40,31,8,11,4,11,44,1178,15,2588
2025-800,Brisbane,Hard,64,P,20241230,281,220589,,,Elina Avanesyan,R,,ARM,22.2,211651,4,,Paula Badosa,R,180,ESP,27.1,6-3 1-6 6-2,3,R32,122,3,0,104,72,43,15,12,13,16,3,7,82,45,32,15,12,6,10,43,1182,12,2908
2025-800,Brisbane,Hard,64,P,20241230,280,202460,,,Ons Jabeur,R,167,TUN,30.3,206420,14,,Ekaterina Alexandrova,R,175,RUS,30.1,6-3 6-2,3,R32,81,3,3,61,34,24,16,9,3,4,0,2,62,32,21,9,8,9,13,42,1226,28,1848
2025-800,Brisbane,Hard,64,P,20241230,279,222328,12,,Linda Noskova,R,,CZE,20.1,223331,,Q,Anca Alexia Todoni,R,,ROU,20.2,6-1 6-4,3,R32,75,6,4,49,28,23,15,9,0,0,6,0,59,36,19,13,8,3,6,26,1913,118,635
2025-800,Brisbane,Hard,64,P,20241230,278,259799,8,,Mirra Andreeva,R,,RUS,17.6,215020,,,Anna Blinkova,R,179,RUS,26.3,6-4 6-4,3,R32,84,3,4,62,39,27,12,10,2,4,2,1,62,40,20,14,10,3,7,16,2578,77,866
2025-800,Brisbane,Hard,64,P,20241230,277,221909,,,Ashlyn Krueger,R,185,USA,20.6,214939,6,,Anna Kalinskaya,R,175,RUS,26.0,6-3 6-3,3,R32,69,6,4,56,39,30,9,9,3,3,0,1,48,32,19,10,9,0,3,64,969,14,2743
2025-800,Brisbane,Hard,64,P,20241230,276,215480,,,Suzan Lamens,R,,NED,25.4,211684,11,,Magdalena Frech,R,171,POL,27.0,7-5 6-3,3,R32,104,2,5,75,46,33,13,11,6,8,5,3,67,45,26,9,10,2,6,87,821,25,1928
2025-800,Brisbane,Hard,64,P,20241230,275,221236,,Q,Polina Kudermetova,R,,UZB,21.5,214643,13,,Liudmila Samsonova,R,180,RUS,26.1,6-7(7) 6-3 6-2,3,R32,139,5,4,99,58,45,20,14,7,8,4,6,89,54,39,12,15,1,6,107,701,27,1885
2025-800,Brisbane,Hard,64,P,20241230,274,214082,3,,Daria Kasatkina,R,170,AUS,27.6,220548,,,Peyton Stearns,R,,USA,23.2,7-6(7) 4-6 7-5,3,R32,201,4,8,131,89,53,16,17,15,23,7,4,136,91,55,15,17,14,22,9,3368,47,1139
2025-800,Brisbane,Hard,64,P,20241230,273,211843,,,Anhelina Kalinina,R,179,UKR,27.8,223670,5,,Diana Shnaider,L,,RUS,20.7,6-3 4-6 6-1,3,R32,109,5,4,71,44,36,12,13,1,3,5,6,84,54,36,11,13,7,12,55,1030,13,2895
2025-800,Brisbane,Hard,64,P,20241230,272,206294,,,Yue Yuan,R,184,CHN,26.2,216146,9,,Marta Kostyuk,R,175,UKR,22.5,6-4 6-3,3,R32,93,1,4,55,32,24,12,9,1,2,3,8,73,45,30,10,10,8,12,49,1082,18,2493
2025-800,Brisbane,Hard,64,P,20241230,271,215713,,,Anastasia Potapova,R,175,RUS,23.7,215035,16,,Dayana Yastremska,R,175,UKR,24.6,7-5 6-4,3,R32,98,1,1,61,41,27,12,11,1,4,5,3,79,47,26,15,11,5,10,35,1482,33,1565
2025-800,Brisbane,Hard,64,P,20241230,270,214040,,WC,Kimberly Birrell,R,170,AUS,26.6,215613,2,,Emma Navarro,R,,USA,23.6,7-5 7-5,3,R32,121,1,1,78,50,32,15,12,6,10,5,2,81,51,28,12,12,4,10,113,654,8,3589
2025-800,Brisbane,Hard,64,P,20241230,268,213887,,,Renata Zarazua,R,,MEX,27.2,202600,,,Viktoriya Tomova,R,170,BUL,29.8,6-0 6-3,3,R64,84,0,1,51,39,25,8,7,4,5,0,2,47,26,15,3,8,3,9,75,882,53,1047
2025-800,Brisbane,Hard,64,P,20241230,267,220520,,,Mccartney Kessler,R,,USA,25.4,202663,,,Magda Linette,R,171,POL,32.8,6-4 6-4,3,R64,79,1,1,58,39,31,8,10,1,3,0,2,55,34,23,8,10,1,5,67,924,38,1376
2025-800,Brisbane,Hard,64,P,20241230,264,233741,,WC,Maya Joint,R,,AUS,18.7,213666,,Q,Maddison Inglis,R,171,AUS,26.9,6-3 6-4,3,R64,92,2,2,61,35,21,18,10,2,4,3,0,59,33,16,17,9,2,6,116,645,154,471
2025-800,Brisbane,Hard,64,P,20241230,263,213631,,,Marie Bouzkova,R,180,CZE,26.4,221883,,WC,Talia Gibson,R,,AUS,20.5,7-6(5) 3-6 6-3,3,R64,178,9,7,106,68,46,17,15,8,13,5,1,120,79,48,18,15,9,14,44,1178,148,487
2025-800,Brisbane,Hard,64,P,20241230,260,220589,,,Elina Avanesyan,R,,ARM,22.2,211685,,,Rebecca Sramkova,R,,SVK,28.1,1-6 6-2 6-2,3,R64,103,0,2,71,42,32,10,12,2,5,4,0,80,55,28,17,11,5,9,43,1182,46,1166
2025-800,Brisbane,Hard,64,P,20241230,259,202460,,,Ons Jabeur,R,167,TUN,30.3,202453,,,Saisai Zheng,R,170,CHN,30.8,7-6(5) 6-4,3,R64,112,6,4,85,53,38,15,11,3,5,1,1,77,48,27,19,11,2,5,42,1226,692,49
2025-800,Brisbane,Hard,64,P,20241230,256,223331,,Q,Anca Alexia Todoni,R,,ROU,20.2,213710,,,Cristina Bucsa,R,,ESP,26.9,7-6(3) 6-2,3,R64,106,6,2,73,43,32,16,10,4,6,3,6,71,48,31,8,10,1,5,118,635,103,755
2025-800,Brisbane,Hard,64,P,20241230,255,215020,,,Anna Blinkova,R,179,RUS,26.3,239383,,Q,Sara Bejlek,L,,CZE,18.9,6-1 7-6(5),3,R64,90,2,2,48,29,17,13,9,2,5,0,3,74,52,27,7,10,7,13,77,866,161,441
2025-800,Brisbane,Hard,64,P,20241230,252,221909,,,Ashlyn Krueger,R,185,USA,20.6,220416,,,Moyuka Uchijima,R,171,JPN,23.3,6-3 1-6 6-3,3,R64,103,5,3,69,48,35,10,13,2,5,3,7,77,49,30,15,12,2,5,64,969,62,981
2025-800,Brisbane,Hard,64,P,20241230,251,215480,,,Suzan Lamens,R,,NED,25.4,215872,,,Kamilla Rakhimova,R,,UZB,23.3,6-2 6-4,3,R64,97,3,2,73,42,31,16,9,7,7,2,3,55,39,22,9,9,4,7,87,821,60,987
2025-800,Brisbane,Hard,64,P,20241230,248,221236,,Q,Polina Kudermetova,R,,UZB,21.5,216133,,,Xin Yu Wang,R,182,CHN,23.2,6-1 6-3,3,R64,71,5,6,49,28,22,8,8,3,5,3,2,49,28,11,10,8,3,9,107,701,37,1418
2025-800,Brisbane,Hard,64,P,20241230,247,220548,,,Peyton Stearns,R,,USA,23.2,206368,,,Veronika Kudermetova,R,175,RUS,27.6,6-2 6-3,3,R64,90,2,5,66,38,26,17,8,4,4,9,2,51,38,22,4,9,2,6,47,1139,72,888
2025-800,Brisbane,Hard,64,P,20241230,244,211843,,,Anhelina Kalinina,R,179,UKR,27.8,206374,,,Yafan Wang,R,170,CHN,30.6,6-4 2-0 RET,3,R64,62,0,2,29,19,12,5,6,1,3,1,2,46,30,15,6,6,4,8,55,1030,61,983
2025-800,Brisbane,Hard,64,P,20241230,243,206294,,,Yue Yuan,R,184,CHN,26.2,201551,,,Arantxa Rus,L,180,NED,34.0,6-2 6-4,3,R64,77,1,0,52,34,27,13,9,3,3,3,1,51,37,23,6,9,2,5,49,1082,76,871
2025-800,Brisbane,Hard,64,P,20241230,240,215713,,,Anastasia Potapova,R,175,RUS,23.7,202536,,Q,Ana Bogdan,R,171,ROU,32.0,2-6 6-4 2-0 RET,3,R64,149,5,3,69,33,22,14,11,3,8,1,2,99,64,33,15,10,10,15,35,1482,114,653
2025-800,Brisbane,Hard,64,P,20241230,239,214040,,WC,Kimberly Birrell,R,170,AUS,26.6,211880,,Q,Priscilla Hon,R,171,AUS,26.6,3-6 7-5 6-2,3,R64,128,3,7,74,51,33,10,14,1,6,6,7,89,53,32,12,15,5,12,113,654,167,427
2025-1049,Auckland,Hard,32,I,20241230,300,220704,5,,Clara Tauson,R,182,DEN,22.0,211768,7,,Naomi Osaka,R,180,JPN,27.2,4-6 0-0 RET,3,F,46,7,3,36,18,14,5,5,2,4,5,0,25,14,10,7,5,0,1,50,1070,57,1014
2025-1049,Auckland,Hard,32,I,20241230,299,220704,5,,Clara Tauson,R,182,DEN,22.0,221905,,,Robin Montgomery,L,,USA,20.3,6-4 6-3,3,SF,86,7,2,57,34,26,11,10,2,4,5,6,69,43,25,9,9,10,14,50,1070,117,639
2025-1049,Auckland,Hard,32,I,20241230,298,211768,7,,Naomi Osaka,R,180,JPN,27.2,219917,,,Alycia Parks,R,185,USA,23.9,6-4 6-2,3,SF,71,4,2,58,36,27,11,9,9,10,5,5,52,32,21,6,9,2,6,57,1014,82,841
2025-1049,Auckland,Hard,32,I,20241230,297,220704,5,,Clara Tauson,R,182,DEN,22.0,201619,1,,Madison Keys,R,178,USA,29.8,6-4 7-6(7),3,QF,112,3,1,75,44,27,21,11,5,7,5,1,91,60,39,14,11,5,8,50,1070,21,2126
2025-1049,Auckland,Hard,32,I,20241230,296,221905,,,Robin Montgomery,L,,USA,20.3,211095,,,Bernarda Pera,L,175,USA,30.0,6-4 6-4,3,QF,76,13,2,55,36,30,9,10,1,2,5,5,64,38,24,13,10,4,7,117,639,71,896
2025-1049,Auckland,Hard,32,I,20241230,295,219917,,,Alycia Parks,R,185,USA,23.9,220465,8,,Katie Volynets,R,,USA,22.9,6-1 6-4,3,QF,78,11,5,62,39,27,8,9,6,8,1,0,51,35,18,6,8,2,7,82,841,58,991
2025-1049,Auckland,Hard,32,I,20241230,294,211768,7,,Naomi Osaka,R,180,JPN,27.2,221024,,,Hailey Baptiste,R,,USA,23.1,6-7(2) 6-1 6-2,3,QF,122,10,3,82,45,33,20,14,1,3,7,6,80,52,33,10,13,6,12,57,1014,92,805
2025-1049,Auckland,Hard,32,I,20241230,293,201619,1,,Madison Keys,R,178,USA,29.8,211713,,,Jaqueline Cristian,R,180,ROU,26.5,6-1 6-2,3,R16,67,3,3,41,28,23,7,8,1,2,0,5,55,31,15,8,7,6,11,21,2126,85,832
2025-1049,Auckland,Hard,32,I,20241230,292,220704,5,,Clara Tauson,R,182,DEN,22.0,213550,,,Sofia Kenin,R,170,USA,26.1,4-6 7-6(7) 7-6(3),3,R16,159,26,4,111,58,46,24,17,8,13,4,7,120,79,54,18,17,7,11,50,1070,81,848
2025-1049,Auckland,Hard,32,I,20241230,291,211095,,,Bernarda Pera,L,175,USA,30.0,201606,,,Rebecca Marino,R,183,CAN,34.0,7-6(2) 6-4,3,R16,95,3,3,68,42,31,11,11,1,4,9,4,83,50,32,13,11,2,6,71,896,102,756
2025-1049,Auckland,Hard,32,I,20241230,290,221905,,,Robin Montgomery,L,,USA,20.3,211702,,Q,Nao Hibino,R,163,JPN,30.0,6-2 6-2,3,R16,67,3,4,46,26,22,11,8,0,0,1,3,54,38,20,8,8,6,10,117,639,145,496
2025-1049,Auckland,Hard,32,I,20241230,289,220465,8,,Katie Volynets,R,,USA,22.9,215983,,,Ann Li,R,170,USA,24.5,6-4 6-3,3,R16,92,0,0,67,56,34,5,9,5,8,1,1,63,35,20,10,10,3,9,58,991,96,787
2025-1049,Auckland,Hard,32,I,20241230,288,219917,,,Alycia Parks,R,185,USA,23.9,213889,,,Greet Minnen,R,,BEL,27.3,7-5 6-3,3,R16,86,10,6,59,40,32,9,10,1,2,0,3,61,39,23,11,11,3,7,82,841,95,791
2025-1049,Auckland,Hard,32,I,20241230,287,211768,7,,Naomi Osaka,R,180,JPN,27.2,211814,,,Julia Grabher,R,170,AUT,28.4,7-5 6-3,3,R16,85,5,0,61,39,30,18,11,2,2,1,2,65,36,24,16,10,4,6,57,1014,470,112
2025-1049,Auckland,Hard,32,I,20241230,286,221024,,,Hailey Baptiste,R,,USA,23.1,214839,,LL,Jodie Burrage,R,,GBR,25.5,5-7 7-5 7-6(6),3,R16,174,10,5,138,87,60,23,18,10,14,8,6,126,75,51,25,18,4,8,92,805,179,398
2025-1049,Auckland,Hard,32,I,20241230,285,201619,1,,Madison Keys,R,178,USA,29.8,214459,,,Lucia Bronzetti,R,,ITA,26.0,6-4 6-4,3,R32,91,4,1,50,35,26,8,10,1,3,0,2,75,50,29,11,10,8,12,21,2126,73,887
2025-1049,Auckland,Hard,32,I,20241230,284,211713,,,Jaqueline Cristian,R,180,ROU,26.5,263857,,,Yuliia Starodubtseva,R,,UKR,24.8,6-3 2-0 RET,3,R32,60,3,2,36,20,14,9,6,1,2,0,4,27,17,9,3,5,2,5,85,832,101,762
2025-1049,Auckland,Hard,32,I,20241230,283,213550,,,Sofia Kenin,R,170,USA,26.1,216016,,,Xiyu Wang,L,,CHN,23.7,7-6(5) 6-1,3,R32,88,0,3,73,50,36,12,10,4,4,8,4,56,40,31,4,9,2,4,81,848,98,774
2025-1049,Auckland,Hard,32,I,20241230,282,220704,5,,Clara Tauson,R,182,DEN,22.0,214593,,Q,Lucrezia Stefanini,R,,ITA,26.6,6-2 6-3,3,R32,76,5,4,53,33,21,10,8,3,6,0,4,51,37,15,4,9,4,11,50,1070,146,494
2025-1049,Auckland,Hard,32,I,20241230,281,201606,,,Rebecca Marino,R,183,CAN,34.0,215138,4,,Lulu Sun,L,,NZL,23.7,6-3 3-6 6-3,3,R32,101,7,6,86,52,36,17,14,4,7,5,4,76,46,32,13,13,3,7,102,756,40,1300
2025-1049,Auckland,Hard,32,I,20241230,280,211095,,,Bernarda Pera,L,175,USA,30.0,223286,,Q,Victoria Jimenez Kasintseva,L,,AND,19.3,6-2 7-5,3,R32,93,4,1,58,39,29,11,10,2,3,3,5,70,48,29,9,10,9,13,71,896,156,465
2025-1049,Auckland,Hard,32,I,20241230,279,211702,,Q,Nao Hibino,R,163,JPN,30.0,215898,,,Jule Niemeier,R,178,GER,25.3,6-3 6-4,3,R32,96,3,4,69,48,29,10,10,5,8,2,5,66,36,21,12,9,6,11,145,496,89,816
2025-1049,Auckland,Hard,32,I,20241230,278,221905,,,Robin Montgomery,L,,USA,20.3,215988,,LL,Mai Hontama,R,,JPN,25.3,6-3 2-6 6-0,3,R32,105,6,4,73,48,32,9,11,4,8,0,5,81,61,33,6,12,7,14,117,639,157,459
2025-1049,Auckland,Hard,32,I,20241230,277,220465,8,,Katie Volynets,R,,USA,22.9,222965,,,Erika Andreeva,R,,RUS,20.5,6-4 6-7(6) 6-2,3,R32,185,1,0,107,90,57,11,15,7,9,1,3,119,70,44,24,15,6,11,58,991,83,838
2025-1049,Auckland,Hard,32,I,20241230,276,215983,,,Ann Li,R,170,USA,24.5,201585,,,Sloane Stephens,R,170,USA,31.7,5-7 6-4 6-4,3,R32,136,2,1,87,51,36,23,16,4,8,2,1,108,73,46,16,16,7,12,96,787,74,882
